name,organization,homepage,logo,twitter,crunchbase_url,funding,member,relation,tag,license,headquarters,description,crunchbase_description,crunchbase_homepage,crunchbase_city,crunchbase_region,crunchbase_country,crunchbase_twitter,crunchbase_linkedin,crunchbase_ticker,crunchbase_kind,crunchbase_min_employees,crunchbase_max_employees,category,subcategory,oss,github_repo,github_stars,github_description,github_latest_commit_date,github_latest_commit_link,github_latest_release_date,github_latest_release_link,github_start_commit_date,github_start_commit_link,github_contributors_count,github_contributors_link,accepted,incubation,graduated,dev_stats_url,artwork_url,blog_url,mailing_list_url,slack_url,youtube_url,chat_channel,last_audit_date,last_audit_url
macOS-use,,https://github.com/browser-use/macOS-use,logos/8810c58ff990604d4d449965c9d670f0552d545af140fb807529874f2a3189de.svg,,,,,,,,,"macOS-native computer-use runtimes controlling the Mac via AppleScript, accessibility, or native APIs.",,,,,,,,,,,,Tools & Integrations,Actions / Computer Use / Platform Specific / macOS,,,,,,,,,,,,,,,,,,,,,,,,
Marker,,https://github.com/VikParuchuri/marker,logos/3a54f9e78586f3ab2eb826b239248f8ba5d6a3de18cbcb5afce3e6dd74dcf8ec.svg,,,,,,,,,"Parsers that convert PDFs, Office files, and HTML into LLM-ready structured text and markdown.",,,,,,,,,,,,"Context, Memory & Data",Data / RAG / Document Parsing for LLMs,,,,,,,,,,,,,,,,,,,,,,,,
Marketing Skills,,https://github.com/coreyhaines31/marketingskills,logos/7c5b43e8d126728289946f201cafcfcab28b1561b9c67ebbfa0ec5aa30204d7e.svg,,,,,,,,,Skill bundles specifically targeting the Claude Code harness.,,,,,,,,,,,,Dev Tools & Skills,Skills / Bundles / Claude Code,,,,,,,,,,,,,,,,,,,,,,,,
MCP (Model Context Protocol),,https://modelcontextprotocol.io/specification/2025-11-25,logos/c11f8c52db9a1450a5f0983796f1134032ca349443e2f36492516dd24f1a8b0b.svg,,,,,,,,,"Ratified, broadly adopted agent interoperability protocols backed by multi-vendor implementations.",,,,,,,,,,,,Tools & Integrations,Standards / Ratified,,,,,,,,,,,,,,,,,,,,,,,,
MCP Agent Mail,,https://github.com/Dicklesworthstone/mcp_agent_mail,logos/44b5644781ace4fb2bdaba87674ebb2649c1fd1f34e626902479039568a664af.svg,,,,,,,,,"Communication tools agents use to message, email, or otherwise talk to humans and other agents.",,,,,,,,,,,,Agents,Tools / Comms,,,,,,,,,,,,,,,,,,,,,,,,
MCP Context Forge,,https://github.com/IBM/mcp-context-forge,logos/becf7a11a35f743c377b2e7de3f73c53bac5148f38cca05a2e629eb44dccf44b.svg,,,,,,,,,"MCP gateways that proxy, translate, or policy-enforce between MCP clients and backend servers.",,,,,,,,,,,,Tools & Integrations,MCP / Gateways,,,,,,,,,,,,,,,,,,,,,,,,
MCP Registry (official),,https://github.com/modelcontextprotocol/registry,logos/58b470dc8add4433809252755ef430fa62268776abd60aaa3fc00fcdc300622a.svg,,,,,,,,,"Registries and marketplaces for discovering, publishing, and installing MCP servers.",,,,,,,,,,,,Tools & Integrations,MCP / Registries & Marketplaces,,,,,,,,,,,,,,,,,,,,,,,,
MCP Server Airbnb,,https://github.com/openbnb-org/mcp-server-airbnb,logos/383c85ec4adc109c31eac0f96c9b23125bf3a5cffa11ad237956496a51c15974.svg,,,,,,,,,Third-party MCP servers wrapping external products or APIs that the vendor itself does not ship.,,,,,,,,,,,,Tools & Integrations,MCP / Third Party,,,,,,,,,,,,,,,,,,,,,,,,
MCPO,,https://github.com/open-webui/mcpo,logos/e85b1c6458faf0fcdb1ab5322d032d6742ed97c9088cfa9a234371b8c3995fee.svg,,,,,,,,,Bridges that expose MCP servers as OpenAI-compatible tool endpoints.,,,,,,,,,,,,Models & Inference,Inference / Proxy / MCP to OpenAI,,,,,,,,,,,,,,,,,,,,,,,,
Mem0,,https://github.com/mem0ai/mem0,logos/c58f10a5200495fffa24fff6a3ebf1d1380377c7029863284de2c98985c5372b.svg,,,,,,,,,"Persistent memory systems that let agents remember across sessions, users, and time.",,,,,,,,,,,,"Context, Memory & Data",Memory,,,,,,,,,,,,,,,,,,,,,,,,
Mem0 Platform,,https://mem0.ai/,logos/196fbc4d6c3b3019dbce79f9deea9363d95b51ec16b3ff785cedcea8fccd7fe1.svg,,,,,,,,,Hosted memory backends exposing add/search/forget APIs so agents can outsource long-term recall.,,,,,,,,,,,,"Context, Memory & Data",Memory / Memory-as-a-Service,,,,,,,,,,,,,,,,,,,,,,,,
MemOS,,https://github.com/MemTensor/MemOS,logos/b28db84f4081004fa4538795a37916f06e6ad0b12c95db0bf3458209ef748311.svg,,,,,,,,,"Persistent memory systems that let agents remember across sessions, users, and time.",,,,,,,,,,,,"Context, Memory & Data",Memory,,,,,,,,,,,,,,,,,,,,,,,,
Memvid,,https://github.com/memvid/memvid,logos/a1279fd50c3dad5d4fce0363a98a39470ffc61580c9ff1f411327c779e883035.svg,,,,,,,,,File-backed memory formats that encode agent state into portable files such as videos or documents.,,,,,,,,,,,,"Context, Memory & Data",Memory / File,,,,,,,,,,,,,,,,,,,,,,,,
Microsandbox,,https://github.com/superradcompany/microsandbox,logos/2ba2854876b366769e5f750627a99f3ab116272f95fea61522d2dc333f2e2eda.svg,,,,,,,,,"Isolated execution environments where agents can run code, commands, or tools without risking the host.",,,,,,,,,,,,Safety & Governance,Security / Sandboxing,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft GraphRAG,,https://github.com/microsoft/graphrag,logos/4ee2543cabcc71be313d963fdb3ba7392ded1ad064cc238c1bd04ad1bf8f1c19.svg,,,,,,,,,Building entity-and-relation knowledge graphs from unstructured text to power graph-aware retrieval.,,,,,,,,,,,,"Context, Memory & Data",Data / RAG / Knowledge Graph Construction,,,,,,,,,,,,,,,,,,,,,,,,
Mind2Web,,https://github.com/OSU-NLP-Group/Mind2Web,logos/1fd811bf1c2cdea3e42ee7b696a4bd470bc3828208703ff7ad8530b7ec96a1b6.svg,,,,,,,,,Benchmarks that evaluate agents on browser and web navigation tasks in realistic or simulated sites.,,,,,,,,,,,,Observability & Evals,Benchmarks / Web Agent Benchmarks,,,,,,,,,,,,,,,,,,,,,,,,
MindsDB,,https://github.com/mindsdb/mindsdb,logos/e74fd26c721426a60f76bd76eb9240e74aadadaaa19e9402963a4f3b892d37cd.svg,,,,,,,,,Querying layers that let agents and LLMs talk to existing databases and backends in natural language.,,,,,,,,,,,,"Context, Memory & Data",Data / Storage / Backend Querying,,,,,,,,,,,,,,,,,,,,,,,,
MindStudio,,https://www.mindstudio.ai/,logos/cdf4b3a00833efd15ab242403f2cfbc8ea47d8d99c26005c16405b650d73577d.svg,,,,,,,,,Visual SaaS builders optimised for multi-step workflows rather than conversational agents.,,,,,,,,,,,,Builders & Platforms,SaaS Builders / Visual Programming / Workflow Focused,,,,,,,,,,,,,,,,,,,,,,,,
MiroFish,,https://github.com/666ghj/MiroFish,logos/e74fd26c721426a60f76bd76eb9240e74aadadaaa19e9402963a4f3b892d37cd.svg,,,,,,,,,Using collective agent swarms to generate forecasts or predictions.,,,,,,,,,,,,Agents,Multiagent / Swarm Prediction,,,,,,,,,,,,,,,,,,,,,,,,
MixedBread Rerank,,https://www.mixedbread.com/,logos/6c23ab27ac95812ca6e4b19df41b9873f2325daf26659c6bbf49cf9295adf124.svg,,,,,,,,,Models and services that reorder retrieved candidates by relevance before they reach the LLM.,,,,,,,,,,,,"Context, Memory & Data",Data / RAG / Rerankers,,,,,,,,,,,,,,,,,,,,,,,,
ML-Agents,,https://github.com/Unity-Technologies/ml-agents,logos/1f75fc4ec83556b977470e3b092f2f797d842e2b15a4cb818afa5f1bd1df6970.svg,,,,,,,,,Procedural or agent-driven generation of simulated 3D/2D worlds and environments.,,,,,,,,,,,,Agents,Simulations & Worlds / World Generation,,,,,,,,,,,,,,,,,,,,,,,,
Modal Sandboxes,,https://modal.com/docs/guide/sandbox,logos/96101fa77243f44bdd7fcc1c5911465b081f7f05d3bbd53a1c2c9408a932d840.svg,,,,,,,,,Sandboxes purpose-built for running LLM-generated code with fast startup and per-session isolation.,,,,,,,,,,,,Frameworks & Runtimes,Runtimes / Sandboxes / Code Execution Sandboxes,,,,,,,,,,,,,,,,,,,,,,,,
n8n,,https://n8n.io/,logos/c29cb08894df54637d72d3c21235af21c8c937a92da6428d86ef4910b58416ae.svg,,,,,,,,,Visual node-based builders where agents and workflows are composed on a canvas.,,,,,,,,,,,,Builders & Platforms,SaaS Builders / Visual Programming,,,,,,,,,,,,,,,,,,,,,,,,
Nango,,https://github.com/NangoHQ/nango,logos/e46d2d37850056c7dfcd8e97bf08f52999e934aeea87113bd3f615127f27156c.svg,,,,,,,,,"Hosted proxies that handle OAuth, credentials, and tool invocation on behalf of agents across many SaaS APIs.",,,,,,,,,,,,Tools & Integrations,Actions / Authenticated Tool Proxies,,,,,,,,,,,,,,,,,,,,,,,,
Nanobot,,https://github.com/HKUDS/nanobot,logos/6786e08ee3eb900df022b16af66820e39f35cfd637c46cc05974b5e30b4d56fd.svg,,,,,,,,,Memory-centric personal assistants that retain per-user lifelong context across sessions and apps.,,,,,,,,,,,,"Context, Memory & Data",Memory / Personal AI,,,,,,,,,,,,,,,,,,,,,,,,
NeMo Guardrails,,https://github.com/NVIDIA/NeMo-Guardrails,logos/b9f376dd866f889912c5e70ff8ee4be24f8717e86a3481278a1363ec379407f2.svg,,,,,,,,,"Libraries and routers that enforce content, safety, and behavioral policies on LLM inputs and outputs.",,,,,,,,,,,,Safety & Governance,Guardrails / Policy Engines & Guardrail Routers,,,,,,,,,,,,,,,,,,,,,,,,
Nevermined Payments,,https://nevermined.io/,logos/1eeb63f610408805f55af46e9cf731270ecd31a64fa0f4df8ec501541849d22c.svg,,,,,,,,,"Payment rails and protocols that let agents pay for services, APIs, or other agents programmatically.",,,,,,,,,,,,Tools & Integrations,Actions / Financial Tools / Agent Payment Rails,,,,,,,,,,,,,,,,,,,,,,,,
OASIS,,https://github.com/camel-ai/oasis,logos/7f17d8aaa7324a5c06dd60da08af2a0960833abc0cd591b055b0b29e05c081da.svg,,,,,,,,,"Multi-agent simulations modelling human societies, populations, and social dynamics at scale.",,,,,,,,,,,,Agents,Simulations & Worlds / Societal Simulations,,,,,,,,,,,,,,,,,,,,,,,,
oh-my-openagent,,https://github.com/code-yeongyu/oh-my-openagent,logos/796697518f7def171ee58e25ef2baf8aa4603645a0281c0d541bfd9893b87a86.svg,,,,,,,,,"Wrappers that extend or control an existing agent/LLM loop — adding research, dispatch, checkpointing, recovery, or compression around it.",,,,,,,,,,,,Frameworks & Runtimes,Harnesses,,,,,,,,,,,,,,,,,,,,,,,,
Open Interpreter,,https://github.com/OpenInterpreter/open-interpreter,logos/ea217425d21af5d947400105a45bee7afdb6128b424448bc7d24ab563b263df7.svg,,,,,,,,,Harnesses that run computer-use agents locally on the user's own machine.,,,,,,,,,,,,Agents,Computer Use / Local Computer-Use Harnesses,,,,,,,,,,,,,,,,,,,,,,,,
open-computer-use,,https://github.com/coasty-ai/open-computer-use,logos/ce63ab4bc0dd54b4b65267f1df0240b381f74d616b4b03c9920ff35f72d25b4b.svg,,,,,,,,,"Agents that drive a full computer via screen, keyboard, and mouse to accomplish user tasks.",,,,,,,,,,,,Agents,Computer Use,,,,,,,,,,,,,,,,,,,,,,,,
OpenAgents,,https://github.com/openagents-org/openagents,logos/3f0338637c7c239f6e206a13de560d2d12e6ed17786719e715ed01bcdef74be1.svg,,,,,,,,,"Protocols, channels, and libraries that let independent agents address and message one another directly.",,,,,,,,,,,,Agents,Agent to Agent,,,,,,,,,,,,,,,,,,,,,,,,
OpenBB,,https://github.com/OpenBB-finance/OpenBB,logos/bf1eade2725cab7e616138953493e0defe9e8f2659362b7556a73156b9b3e587.svg,,,,,,,,,Financial market and company data feeds used to ground agents in quantitative and fundamental data.,,,,,,,,,,,,"Context, Memory & Data",Data / Grounding / Data Sources / Financial,,,,,,,,,,,,,,,,,,,,,,,,
OpenClaw,,https://github.com/openclaw/openclaw,logos/62d3ab01caf40de7fd6478fffc996e5523e2d57f4c9b7b2db6fe6828c0b183f8.svg,,,,,,,,,Personal AI assistants that maintain long-lived memory about a single user across sessions.,,,,,,,,,,,,"Context, Memory & Data",Memory / Personal AI / Assistants,,,,,,,,,,,,,,,,,,,,,,,,
OpenClaw Mission Control,,https://github.com/abhi1693/openclaw-mission-control,logos/b515d21d72f36a52ae5e9a96e67a4dea903e9c13795294de134d6b40dd438448.svg,,,,,,,,,User-facing chat and control UIs for interacting with agents built elsewhere.,,,,,,,,,,,,Agents,Frontends,,,,,,,,,,,,,,,,,,,,,,,,
OpenDevin/OpenHands,,https://github.com/All-Hands-AI/OpenHands,logos/7114dae7e2e2d3ebcef7768a635a06c6901c82582068b225090be1bc5ea29f80.svg,,,,,,,,,"Autonomous software-engineering harnesses that drive an LLM through multi-step code edits, runs, and tests.",,,,,,,,,,,,Dev Tools & Skills,Dev Tools / Coding Agent SWE Harnesses,,,,,,,,,,,,,,,,,,,,,,,,
OpenEnv,,https://github.com/meta-pytorch/OpenEnv,logos/b33d3edb09c8ce069f18412a9a213b25b1bb45d58af16edaa9f8ba22baeb96e6.svg,,,,,,,,,Environment suites and harnesses for training and evaluating agents via reinforcement learning.,,,,,,,,,,,,Models & Inference,Models / Reinforcement Learning / Agent RL Environments,,,,,,,,,,,,,,,,,,,,,,,,
OpenHands,,https://github.com/OpenHands/OpenHands,logos/b501e2670f2fb1034933adae6fcd0a8f1cf585af11217cb95d9aa69ae9e48c94.svg,,,,,,,,,"Agents whose purpose is to write, modify, and ship software end-to-end.",,,,,,,,,,,,Agents,Development,,,,,,,,,,,,,,,,,,,,,,,,
OpenPipe,,https://github.com/OpenPipe/OpenPipe,logos/b33d3edb09c8ce069f18412a9a213b25b1bb45d58af16edaa9f8ba22baeb96e6.svg,,,,,,,,,Fine-tuning services and pipelines specialised in teaching models to call tools and APIs correctly.,,,,,,,,,,,,Models & Inference,Models / Trainers / Tool-Use Fine-Tuning,,,,,,,,,,,,,,,,,,,,,,,,
OpenSandbox,,https://github.com/alibaba/OpenSandbox,logos/dc671b23c6032a622fe2931c79ef3383a310bd4fb798d2ff43ec2f0c099ee8e8.svg,,,,,,,,,"Isolated execution environments where agents can run code, shell commands, or untrusted tools safely.",,,,,,,,,,,,Frameworks & Runtimes,Runtimes / Sandboxes,,,,,,,,,,,,,,,,,,,,,,,,
OpenShell,,https://github.com/NVIDIA/OpenShell,logos/dc671b23c6032a622fe2931c79ef3383a310bd4fb798d2ff43ec2f0c099ee8e8.svg,,,,,,,,,"Execution substrates that host agent processes — sandboxes, policy engines, and data layers that enforce isolation and lifecycle.",,,,,,,,,,,,Frameworks & Runtimes,Runtimes,,,,,,,,,,,,,,,,,,,,,,,,
OpenViking,,https://github.com/volcengine/OpenViking,logos/cffc489527ef3e78948439cb7187b6e2f64dcfe0315c3d7c3892ec7ac17ee026.svg,,,,,,,,,"Databases purpose-built for storing and querying agent context, sessions, and conversational state.",,,,,,,,,,,,"Context, Memory & Data",Data / Storage / Databases / Context Databases,,,,,,,,,,,,,,,,,,,,,,,,
Operit,,https://github.com/AAswordman/Operit,logos/62d3ab01caf40de7fd6478fffc996e5523e2d57f4c9b7b2db6fe6828c0b183f8.svg,,,,,,,,,Android-native client apps for interacting with agents and LLMs on mobile.,,,,,,,,,,,,Interfaces,Frontends / Android,,,,,,,,,,,,,,,,,,,,,,,,
Orchestra,,https://github.com/b12io/orchestra,logos/b0e34e91a8165f9827e19f0cc285029cbd06cfd24e32552523d732e594dfde11.svg,,,,,,,,,"UX patterns and inboxes letting humans review, approve, or correct agent actions mid-run.",,,,,,,,,,,,Interfaces,UX / Human in the Loop,,,,,,,,,,,,,,,,,,,,,,,,
Osaurus,,https://github.com/osaurus-ai/osaurus,logos/eeea9e5d847d80b0d8354c75d945384b1b60bd0f01cbf58c3609634662d42cb2.svg,,,,,,,,,"Agent harnesses built specifically for macOS, leveraging native APIs and Apple silicon integration.",,,,,,,,,,,,Frameworks & Runtimes,Harnesses / Platform Specific / macOS,,,,,,,,,,,,,,,,,,,,,,,,
osgrep,,https://github.com/Ryandonofrio3/osgrep,logos/3003d27ec3c45d5f114ae661dd63139ecb480109dd7d486c2174a7d34a54af23.svg,,,,,,,,,Embedding-based search engines and libraries that match queries by meaning rather than keywords.,,,,,,,,,,,,"Context, Memory & Data",Data / Semantic Search,,,,,,,,,,,,,,,,,,,,,,,,
OSWorld,,https://github.com/xlang-ai/OSWorld,logos/eeea9e5d847d80b0d8354c75d945384b1b60bd0f01cbf58c3609634662d42cb2.svg,,,,,,,,,Standardized task suites and datasets used to score agent or LLM capability under controlled conditions.,,,,,,,,,,,,Observability & Evals,Benchmarks,,,,,,,,,,,,,,,,,,,,,,,,
Outlines,,https://github.com/dottxt-ai/outlines,logos/99741b80e03124d961f88517374164900db4143adc21fcb9c890db4b7021ef3f.svg,,,,,,,,,"Libraries that constrain LLM decoding to a grammar, regex, or schema at token level.",,,,,,,,,,,,Dev Tools & Skills,Prompts / Structured Output / Constrained Decoding Libraries,,,,,,,,,,,,,,,,,,,,,,,,
Packmind,,https://github.com/PackmindHub/packmind,logos/26821b24e90e4ed6d3224d896577f7f14f7e2e39256d8e104f930e01bbe8e878.svg,,,,,,,,,DSLs and libraries for declaring multi-step prompt workflows and procedures.,,,,,,,,,,,,Dev Tools & Skills,Prompts / Workflow Definition,,,,,,,,,,,,,,,,,,,,,,,,
Paper2Agent,,https://github.com/jmiao24/Paper2Agent,logos/ae7936529895e72aeee4ed976c4293f09bf12be016a90903b8459347aa75672e.svg,,,,,,,,,"Declarative, staged data/agent pipelines — DAG-style flows that transform inputs into agent-driven outputs.",,,,,,,,,,,,Frameworks & Runtimes,Pipelines,,,,,,,,,,,,,,,,,,,,,,,,
Parlant,,https://github.com/emcie-co/parlant,logos/09ebe90666e2bf8e46ef864d3d1dbbe541af3d29e5b89044527100621ccd9bdd.svg,,,,,,,,,Frameworks for constraining and steering the conversational behavior of LLM agents via prompt rules.,,,,,,,,,,,,Dev Tools & Skills,Prompts / Conversational Control,,,,,,,,,,,,,,,,,,,,,,,,
Patronus AI,,https://www.patronus.ai/,logos/7a4307878a3c13122938a8847cc686adc740e1db447c60837962146163b4148e.svg,,,,,,,,,Frameworks that use an LLM to grade outputs of another LLM or agent against rubrics or reference answers.,,,,,,,,,,,,Observability & Evals,Evals and Experiment Tracking / LLM-as-Judge Frameworks,,,,,,,,,,,,,,,,,,,,,,,,
Pentagi,,https://github.com/vxcontrol/pentagi,logos/d9072dace382057de8a4cba4cf3f30b96557001df5e1393bb626d7d2609cba49.svg,,,,,,,,,Agents purpose-built to perform offensive security and penetration testing tasks.,,,,,,,,,,,,Agents,Purpose Specific / Penetration Testing,,,,,,,,,,,,,,,,,,,,,,,,
Pica,,https://www.picaos.com/,logos/b1bb7008b5483d8a42b269f74e898c7ecab09ac4bda3afe64c51f0da25dac957.svg,,,,,,,,,"Hosted proxies that handle OAuth, credentials, and tool invocation on behalf of agents across many SaaS APIs.",,,,,,,,,,,,Tools & Integrations,Actions / Authenticated Tool Proxies,,,,,,,,,,,,,,,,,,,,,,,,
Pipecat,,https://github.com/pipecat-ai/pipecat,logos/e7f3f0f08c9139a4f2a007b9929f8a87a2ad2585a58c47f49d6b5050d3444358.svg,,,,,,,,,"Frameworks wiring STT, LLM, and TTS into low-latency duplex pipelines for conversational voice agents.",,,,,,,,,,,,Frameworks & Runtimes,Frameworks / Voice / Realtime Voice Pipelines,,,,,,,,,,,,,,,,,,,,,,,,
Plurals,,https://github.com/josh-ashkinaze/plurals,logos/d252064d50973377dba130f7960fc30498c3410dfe61279e301195ca33702cba.svg,,,,,,,,,Orchestrating multiple LLM personas to surface a synthesised range of viewpoints on a question.,,,,,,,,,,,,Agents,Synthesised Perspectives,,,,,,,,,,,,,,,,,,,,,,,,
Privy Server Wallets,,https://www.privy.io/,logos/17bc7802de85f0840cb159ea855717c8a36ce70d9fad12d21d8f00b05f769fc8.svg,,,,,,,,,"Wallet infrastructure giving agents custody, signing, and balance management for on-chain or fiat funds.",,,,,,,,,,,,Tools & Integrations,Actions / Financial Tools / Agent Wallets,,,,,,,,,,,,,,,,,,,,,,,,
Promptfoo,,https://github.com/promptfoo/promptfoo,logos/2a5da829ddb34a934d9b6bea76abef73d80b35d220cfff8eb082249393cffabb.svg,,,,,,,,,Frameworks that use an LLM to grade outputs of another LLM or agent against rubrics or reference answers.,,,,,,,,,,,,Observability & Evals,Evals and Experiment Tracking / LLM-as-Judge Frameworks,,,,,,,,,,,,,,,,,,,,,,,,
Promptfoo Redteam,,https://www.promptfoo.dev/docs/red-team/,logos/01cef52531e81e144f57e1de73255a1d7df6c2355abc848680ba46dc62c3fb11.svg,,,,,,,,,Scanners and test harnesses specifically targeting prompt injection and LLM jailbreak vulnerabilities.,,,,,,,,,,,,Safety & Governance,Security / Red Team / Prompt Injection Scanners,,,,,,,,,,,,,,,,,,,,,,,,
PromptX,,https://github.com/Deepractice/PromptX,logos/78f6f9a209accc783365191dc5e015cf874eb77e3a28d98cb60e8e1a8159e1db.svg,,,,,,,,,"Tooling for assembling, shaping, and optimising the context window sent to LLMs.",,,,,,,,,,,,"Context, Memory & Data",Context,,,,,,,,,,,,,,,,,,,,,,,,
PulseMCP,,https://www.pulsemcp.com/,logos/c0b5f03bfd03a8826c384349985c43181ba3c9f7509b6cce1808981746257e37.svg,,,,,,,,,"Registries and marketplaces for discovering, publishing, and installing MCP servers.",,,,,,,,,,,,Tools & Integrations,MCP / Registries & Marketplaces,,,,,,,,,,,,,,,,,,,,,,,,
PyRIT,,https://github.com/Azure/PyRIT,logos/3d099fc4219adab41097c9531ed290da7cab3eff5d04f7e533ad957e160fa88a.svg,,,,,,,,,Scanners and test harnesses specifically targeting prompt injection and LLM jailbreak vulnerabilities.,,,,,,,,,,,,Safety & Governance,Security / Red Team / Prompt Injection Scanners,,,,,,,,,,,,,,,,,,,,,,,,
Qdrant,,https://github.com/qdrant/qdrant,logos/7bda8e8c881e302f0792ec6d75be9b821acd8795fd36ff556c030c6a4f3b11dc.svg,,,,,,,,,"Purpose-built stores for embeddings supporting ANN search, filtering, and hybrid retrieval.",,,,,,,,,,,,"Context, Memory & Data",Data / Vector Databases,,,,,,,,,,,,,,,,,,,,,,,,
Qwen Code,,https://github.com/QwenLM/qwen-code,logos/7dc622047e019da43423b52d919ba801e1a130de06ca4c0306ee6803b75f9d70.svg,,,,,,,,,First-party agent CLIs and toolkits shipped by model vendors.,,,,,,,,,,,,Agents,CLIs/Toolkits / Vendor,,,,,,,,,,,,,,,,,,,,,,,,
RagaAI Catalyst,,https://github.com/raga-ai-hub/RagaAI-Catalyst,logos/7d51825a07bbc961555dd8f3136c8bf70168ae796dcb951fef8533261af80d54.svg,,,,,,,,,"Telemetry, evaluation, and operational monitoring for LLM and agent systems across their lifecycle.",,,,,,,,,,,,Observability & Evals,General,,,,,,,,,,,,,,,,,,,,,,,,
RAGFlow,,https://github.com/infiniflow/ragflow,logos/478dd31ba3ce73b293c905b4d3cfb47b56eb14638b892adc298457867c37b181.svg,,,,,,,,,"End-to-end RAG engines that bundle parsing, indexing, retrieval, and generation into a single runnable service.",,,,,,,,,,,,"Context, Memory & Data",Data / RAG / Engines,,,,,,,,,,,,,,,,,,,,,,,,
Ralph,,https://github.com/snarktank/ralph,logos/24d34b219cb49d990c3b5c81e8a355b21b5b630313738aaf372a7594c3984f5d.svg,,,,,,,,,Minimal agent loop patterns — tight read-think-act cycles exposed as the primary abstraction rather than a full framework.,,,,,,,,,,,,Frameworks & Runtimes,Loops,,,,,,,,,,,,,,,,,,,,,,,,
react-grab,,https://github.com/aidenybai/react-grab,logos/709ad3c64abcb0d12147eacf6e047ac4776c3a5826a75c79cf7ab0ed471fcda0.svg,,,,,,,,,"Frontend capture tools that grab UI, DOM, or screen state as context for agents.",,,,,,,,,,,,"Context, Memory & Data",Context / Frontend Tools,,,,,,,,,,,,,,,,,,,,,,,,
RelayPlane Proxy,,https://github.com/RelayPlane/proxy,logos/c5baa071c6d4f2097c271f62e65ed56e1761d2774b0bb130cf563d3582107f66.svg,,,,,,,,,Routers whose primary objective is minimising spend by dispatching to the cheapest adequate model or provider.,,,,,,,,,,,,Models & Inference,Inference / Routers / Cost Optimisation,,,,,,,,,,,,,,,,,,,,,,,,
Riza,,https://riza.io/,logos/7b502858115b149344720751ae1cc7d5370162d5b89c56469c7c59cb1ff7fadf.svg,,,,,,,,,Sandboxes purpose-built for running LLM-generated code with fast startup and per-session isolation.,,,,,,,,,,,,Frameworks & Runtimes,Runtimes / Sandboxes / Code Execution Sandboxes,,,,,,,,,,,,,,,,,,,,,,,,
RLinf,,https://github.com/RLinf/RLinf,logos/3a723a4ac4f8b9f69f21ebe909552baf8ad2f22edca265fbab5733af39511f86.svg,,,,,,,,,"RL frameworks, algorithms, and environments used to train or post-train agentic models.",,,,,,,,,,,,Models & Inference,Models / Reinforcement Learning,,,,,,,,,,,,,,,,,,,,,,,,
Rogue,,https://github.com/qualifire-dev/rogue,logos/fd6acc774689827f1c0efcb8e32b4ec5ee1168bffce43096f07bf3521139fa11.svg,,,,,,,,,"Offensive security tooling for probing agents and LLMs for vulnerabilities, jailbreaks, and unsafe behaviors.",,,,,,,,,,,,Safety & Governance,Security / Red Team,,,,,,,,,,,,,,,,,,,,,,,,
Roo-Code,,https://github.com/RooCodeInc/Roo-Code,logos/142357cc450f264463963c7a5f06985f131ea8ff1a5e1b3f0685c4de25bb0925.svg,,,,,,,,,IDE and editor extensions that embed LLM coding assistance directly into the developer's editor.,,,,,,,,,,,,Dev Tools & Skills,Dev Tools / IDE Integrations,,,,,,,,,,,,,,,,,,,,,,,,
Self-Operating Computer,,https://github.com/OthersideAI/self-operating-computer,logos/5e48d66216fabf2e371d22c5e4484ba75338d08711797bc414f0f706285b7c93.svg,,,,,,,,,Harnesses that run computer-use agents locally on the user's own machine.,,,,,,,,,,,,Agents,Computer Use / Local Computer-Use Harnesses,,,,,,,,,,,,,,,,,,,,,,,,
Semantic Router,,https://github.com/vllm-project/semantic-router,logos/a85775381f2680fc75ca21a35408a6b60a4e2ba7763e614748affa1a33ab677c.svg,,,,,,,,,Capability-aware routers that classify prompts and dispatch to the best-suited model.,,,,,,,,,,,,Models & Inference,Inference / Routers / Intelligent,,,,,,,,,,,,,,,,,,,,,,,,
Serper,,https://serper.dev/,logos/fd1f98eda19db05f538be2bfff97b028930be5af6d93a94e0d05f356e9e470a6.svg,,,,,,,,,"Web search APIs purpose-built as agent tool calls, returning LLM-friendly results rather than SERP HTML.",,,,,,,,,,,,Tools & Integrations,Actions / Web Search APIs for Agents,,,,,,,,,,,,,,,,,,,,,,,,
Shannon,,https://github.com/Kocoro-lab/Shannon,logos/2e32a73cfa2da408c4741557f85664fbc2377e64d1921a1bf311ba316d25a820.svg,,,,,,,,,"Coordination layers that route tasks across multiple agents, models, or workers — the conductor rather than the individual performer.",,,,,,,,,,,,Frameworks & Runtimes,Orchestration,,,,,,,,,,,,,,,,,,,,,,,,
Shellfirm,,https://github.com/kaplanelad/shellfirm,logos/3c035838c239b9b3f1a730004a5972959bdcf5cc33360a8f0e03c765725f0cc4.svg,,,,,,,,,"Runtime filters and policy checks that constrain agent inputs, outputs, or actions against defined rules.",,,,,,,,,,,,Safety & Governance,Guardrails,,,,,,,,,,,,,,,,,,,,,,,,
Skyfire,,https://skyfire.xyz/,logos/50f509c864f674c654d5dbc7755d21d5f6bca16ad50a92a68441108a3f227e73.svg,,,,,,,,,"Payment rails and protocols that let agents pay for services, APIs, or other agents programmatically.",,,,,,,,,,,,Tools & Integrations,Actions / Financial Tools / Agent Payment Rails,,,,,,,,,,,,,,,,,,,,,,,,
